ANOENC;NUMERO;Seguro_salud;TAMAMU;NMIEMB;NMIEM2;NUMOCUP;TIPHOGAR3;EDADSP;SEXOSP;ESTUDREDSP;OCUSP;INTERINPSP;REGTEN;SUPERF;INTERIN
2018;20393;0;1;02;00;01; 5;63; 1; 2; 2;04;1;090;06
2018;20394;0;2;01;00;01; 2;61; 6; 2; 1;02;3;060;02
2018;20395;0;1;03;01;02; 6;45; 1; 2; 1;-9;4;069;07
2018;20396;0;1;03;00;02; 6;45; 1; 4; 1;03;3;060;04
2018;20397;0;4;02;01;01; 9;48; 6; 3; 1;05;2;200;05
2018;20398;1;5;01;00;00; 2;62; 6; 1; 2;02;2;150;02
2018;20399;0;1;02;00;00; 4;82; 1; 2; 2;03;1;062;03
2018;20400;0;5;02;00;01;10;47; 6; 4; 1;05;1;100;07
2018;20401;0;1;03;00;01;10;73; 1; 3; 2;03;1;108;07
2018;20402;0;3;01;00;00; 2;45; 1; 2; 2;  ;2;110;01
2018;20403;0;2;04;00;02;10;56; 1; 1; 1;-9;1;090;03
2018;20404;0;5;02;00;01; 5;56; 1; 2; 1;03;1;110;04
2018;20405;0;1;01;00;00; 1;71; 6; 1; 2;02;1;075;02
2018;20406;0;5;05;01;01;10;85; 1; 1; 2;02;2;100;05
2018;20407;0;2;03;01;01; 6;27; 6; 2; 1;02;5;076;02
2018;20408;0;1;01;00;00; 1;74; 1; 2; 2;04;3;064;04
2018;20409;1;1;01;00;00; 1;71; 6; 1; 2;02;1;070;02
2018;20410;0;5;01;00;00; 1;69; 6; 2; 2;02;1;150;02
2018;20411;0;1;02;00;01;10;47; 6; 2; 1;03;1;052;04
2018;20412;0;2;03;01;02; 6;25; 1; 2; 1;02;5;075;04
2018;20413;0;3;02;00;00; 4;69; 1; 2; 2;03;1;080;03
2018;20414;0;4;03;00;01;10;55; 6; 2; 1;03;1;070;04
2018;20415;0;2;04;02;01; 7;41; 1; 2; 1;03;1;135;04
2018;20416;0;3;04;01;01; 7;35; 1; 2; 1;04;6;090;04
2018;20417;1;1;01;00;00; 1;79; 6; 3; 2;03;2;140;03
2018;20418;0;5;04;01;01; 7;52; 1; 2; 1;05;2;190;05
2018;20419;0;3;04;01;02;10;75; 6; 1; 2;02;1;150;05
2018;20420;1;1;05;00;03;10;56; 1; 1; 1;06;1;200;08
2018;20421;1;4;04;01;02;10;52; 6; 3; 1;06;2;200;08
2018;20422;0;1;01;00;01; 2;38; 1; 4; 1;03;2;072;03
2018;20423;0;5;04;00;03;10;57; 1; 1; 1;03;1;150;07
2018;20424;0;5;01;00;01; 2;60; 6; 3; 1;03;6;100;03
2018;20425;0;5;03;01;02; 6;39; 1; 2; 1;04;2;190;07
2018;20426;0;1;01;00;01; 2;46; 6; 4; 1;04;1;100;04
2018;20427;0;5;02;00;01; 9;44; 6; 4; 1;04;2;069;04
2018;20428;0;1;06;04;02; 8;44; 1; 4; 1;07;3;220;08
2018;20429;0;4;03;01;00; 6;51; 1; 1; 2;01;3;070;01
2018;20430;0;2;03;00;01;10;68; 1; 2; 2;-9;1;096;06
2018;20431;0;5;02;01;00; 9;44; 6; 4; 2;02;1;120;02
2018;20432;0;1;02;00;00; 4;82; 1; 1; 2;03;1;082;03
2018;20433;1;1;04;02;02; 7;41; 1; 4; 1;-9;2;160;10
2018;20434;0;5;02;00;01;10;60; 1; 2; 1;02;1;067;02
2018;20435;0;5;04;02;02; 7;47; 1; 4; 1;04;1;180;07
2018;20436;0;1;06;03;01; 8;50; 1; 1; 1;03;3; -9;03
2018;20437;0;5;05;00;00;10;56; 1; 2; 2;  ;1;090;01
2018;20438;0;5;02;00;00;10;85; 1; 1; 2;02;1;070;03
2018;20439;0;5;01;00;00; 1;82; 6; 1; 2;02;1;140;02
2018;20440;0;4;04;01;00; 7;41; 6; 2; 2;01;2;140;01
2018;20441;0;4;04;00;02; 7;54; 1; 4; 1;04;1;140;07
2018;20442;1;3;05;03;02; 8;38; 6; 4; 1;05;2;130;07
2018;20443;0;1;04;00;02; 7;42; 1; 3; 1;  ;1;096;06
2018;20444;0;2;02;00;00; 4;73; 1; 4; 2;05;1;110;07
2018;20445;0;4;02;00;00; 4;85; 1; 1; 2;02;1;075;03
2018;20446;0;4;02;00;01; 4;67; 1; 1; 2;03;1;070;05
2018;20447;0;4;01;00;01; 2;42; 1; 4; 1;05;3;080;05
2018;20448;0;2;01;00;00; 2;57; 6; 1; 2;01;3;035;01
2018;20449;0;2;01;00;01; 2;46; 6; 4; 1;02;1;075;02
2018;20450;0;1;02;00;00; 4;72; 1; 3; 2;-9;1;095;06
2018;20451;0;1;02;00;00; 4;80; 1; 4; 2;03;1;090;04
2018;20452;0;1;03;02;01; 9;43; 6; 3; 1;02;2;090;02
2018;20453;0;3;03;00;02;10;58; 1; 2; 1;02;2;090;03
2018;20454;0;1;03;00;00; 6;67; 1; 2; 2;03;1;090;03
2018;20455;0;5;01;00;00; 1;83; 1; 4; 2;05;1;130;05
2018;20456;0;4;07;00;03;10;45; 1; 1; 1;03;2;090;07
2018;20457;0;5;01;00;01; 2;57; 1; 1; 1;02;6;100;02
2018;20458;0;4;01;00;01; 2;41; 1; 3; 1;04;2;062;04
2018;20459;0;1;02;00;00; 4;69; 1; 2; 2;02;1;085;02
2018;20460;0;1;05;00;03;10;57; 6; 1; 1;02;1;120;05
2018;20461;0;3;02;00;01; 5;56; 1; 4; 1;05;2;200;05
2018;20462;0;3;04;00;03;10;57; 1; 3; 1;07;2;130;08
2018;20463;0;4;01;00;00; 1;81; 6; 1; 2;03;1; -9;03
2018;20464;0;3;02;00;02; 5;58; 1; 3; 1;03;6;070;04
2018;20465;0;2;01;00;00; 1;74; 6; 2; 2;02;1;100;02
2018;20466;0;1;02;01;00; 9;46; 6; 3; 2;06;2;071;06
2018;20467;0;1;02;00;00;10;83; 6; 1; 2;03;1;085;03
2018;20468;0;1;02;00;00;10;70; 6; 4; 2;05;5;080;07
2018;20469;0;2;03;01;01; 6;37; 1; 2; 1;03;3;070;04
2018;20470;0;5;04;02;02; 7;43; 1; 2; 1;03;1;090;05
2018;20471;0;4;02;00;00; 4;74; 1; 2; 2;02;1;105;03
2018;20472;0;2;02;00;02; 5;55; 6; 4; 1;05;1;058;07
2018;20473;0;5;02;00;00; 4;82; 1; 1; 2;02;1;080;02
2018;20474;0;1;01;00;00; 2;53; 1; 2; 2;01;6;079;01
2018;20475;0;5;02;00;00; 5;61; 1; 2; 2;02;1;082;03
2018;20476;0;3;02;00;00; 4;72; 1; 1; 2;02;1;079;02
2018;20477;1;1;03;00;02; 6;48; 1; 4; 1;03;2;094;04
2018;20478;0;3;04;00;01;10;67; 1; 2; 2;02;1;065;06
2018;20479;0;4;03;00;02; 6;56; 1; 4; 1;04;3;090;05
2018;20480;0;1;01;00;01; 2;44; 1; 3; 1;04;2;063;04
2018;20481;0;1;01;00;00; 1;85; 1; 4; 2;04;1;065;04
2018;20482;0;3;01;00;00; 1;78; 1; 2; 2;02;3;080;02
2018;20483;0;3;01;00;01; 2;50; 6; 3; 1;02;1;074;02
2018;20484;1;1;02;00;02; 5;60; 1; 4; 1;07;1;075;07
2018;20485;0;4;02;00;02; 5;29; 1; 4; 1;04;2;090;06
2018;20486;0;5;05;02;01;10;37; 1; 3; 1;03;1;100;05
2018;20487;0;1;03;01;01; 6;29; 1; 1; 1;03;3;085;03
2018;20488;0;1;01;00;00; 1;76; 1; 2; 2;02;1;128;02
2018;20489;1;1;04;02;02; 7;46; 6; 4; 1;05;2;066;07
2018;20490;0;1;04;00;02; 7;54; 1; 4; 1;04;2;080;07
2018;20491;0;5;04;02;01; 7;38; 1; 2; 1;04;2;092;04
2018;20492;0;1;03;00;02; 6;52; 6; 3; 1;03;1;090;06
2018;20493;0;4;02;00;02; 5;48; 1; 4; 1;02;2;072;03
2018;20494;0;1;02;00;01; 5;58; 1; 3; 1;03;1;058;04
2018;20495;0;1;02;00;02; 5;57; 1; 3; 1;05;1;085;07
2018;20496;0;4;04;02;02; 7;36; 1; 4; 1;04;1;098;07
2018;20497;0;5;02;00;02; 5;35; 6; 4; 1;04;2;110;07
2018;20498;0;1;05;01;01;10;53; 1; 4; 1;05;1;090;05
2018;20499;0;4;02;00;00; 4;74; 1; 3; 2;03;1;092;04
2018;20500;0;5;01;00;01; 2;54; 1; 2; 1;-9;1;164;06
2018;20501;0;5;02;00;02; 4;65; 1; 3; 1;03;1;087;05
2018;20502;0;1;02;00;00; 4;83; 1; 2; 2;03;1;070;03
2018;20503;0;5;01;00;00; 2;48; 6; 1; 2;02;1;210;02
2018;20504;0;5;04;00;02; 7;54; 1; 4; 1;03;1;140;04
2018;20505;0;2;03;00;03;10;62; 1; 2; 1;03;1;090;07
2018;20506;0;1;04;00;02;10;68; 1; 1; 2;02;1;084;06
2018;20507;0;5;02;00;02; 5;56; 6; 2; 1;02;1;125;04
2018;20508;0;1;01;00;01; 2;32; 1; 4; 1;04;3;040;04
2018;20509;0;5;01;00;00; 1;74; 6; 2; 2;03;1;190;03
2018;20510;0;1;01;00;00; 2;54; 1; 4; 2;03;3;065;03
2018;20511;0;1;03;00;02; 6;58; 1; 4; 1;05;2;075;07
2018;20512;0;2;02;00;02; 5;44; 6; 4; 1;05;2;085;07
2018;20513;0;1;03;00;00; 6;49; 1; 4; 2;02;3; -9;02
2018;20514;0;5;01;00;01; 2;59; 1; 4; 1;03;2;054;03
2018;20515;0;3;01;00;01; 2;43; 6; 3; 1;01;3;060;01
2018;20516;0;1;02;00;00; 4;70; 1; 4; 2;04;1;083;04
2018;20517;0;5;01;00;01; 2;44; 1; 2; 1;03;1;078;03
2018;20518;0;2;03;00;01; 6;55; 1; 3; 1;01;6;180;01
2018;20519;0;5;04;01;02; 7;36; 1; 2; 1;03;2;120;04
2018;20520;0;2;04;00;02;10;23; 1; 3; 1;02;1;115;04
2018;20521;0;1;03;00;01;10;49; 6; 4; 1;03;1;096;04
2018;20522;0;5;04;02;02; 7;36; 6; 4; 1;04;3;125;07
2018;20523;0;4;01;00;00; 1;85; 6; 1; 2;03;1;083;03
2018;20524;0;5;04;01;02; 7;52; 1; 3; 1;06;2;144;07
2018;20525;0;1;03;00;00;10;70; 1; 2; 2;05;1;180;07
2018;20526;0;4;03;01;02; 6;39; 1; 3; 1;03;3;080;05
2018;20527;0;1;02;00;00; 4;81; 1; 3; 2;-9;1;080;06
2018;20528;0;3;02;00;02; 5;35; 1; 2; 1;03;3;075;05
2018;20529;0;3;02;00;00;10;74; 6; 2; 2;02;1;100;02
2018;20530;0;5;02;00;00; 5;57; 1; 2; 2;02;1;180;02
2018;20531;0;3;04;00;01; 7;53; 1; 3; 1;03;2;130;03
2018;20532;0;4;04;00;02;10;54; 1; 3; 1;03;1;090;04
2018;20533;0;5;04;00;02;10;69; 1; 1; 2;03;1;120;05
2018;20534;0;1;02;00;00; 4;77; 1; 1; 2;03;2;110;03
2018;20535;0;1;01;00;00; 1;85; 1; 4; 2;04;5;065;04
2018;20536;0;1;05;02;02;10;59; 1; 3; 1;04;1;100;07
2018;20537;0;1;04;01;00; 7;50; 1; 2; 2;02;3;090;02
2018;20538;0;5;04;00;03;10;52; 1; 1; 1;03;1;120;04
2018;20539;0;3;04;02;01; 7;48; 1; 3; 1;03;3;080;03
2018;20540;0;4;02;00;01;10;40; 1; 2; 1;02;1;080;04
2018;20541;0;1;04;02;02; 7;61; 1; 4; 1;07;2;170;08
2018;20542;0;4;04;00;02; 7;59; 1; 2; 1;04;5;110;07
2018;20543;0;5;02;00;01;10;48; 6; 2; 1;02;1;100;03
2018;20544;0;1;03;00;00;10;75; 1; 1; 2;02;1;120;03
2018;20545;0;4;03;00;01;10;45; 1; 1; 1;02;3;056;03
2018;20546;0;5;04;00;00;10;55; 1; 2; 2;01;1;120;03
2018;20547;0;1;04;01;01;10;51; 6; 2; 1;02;3;055;02
2018;20548;0;1;02;00;00; 4;70; 1; 1; 2;05;1;086;05
2018;20549;0;3;01;00;00; 1;70; 1; 2; 2;02;5;065;02
2018;20550;0;5;02;00;01;10;43; 6; 4; 2;02;1; -9;04
2018;20551;1;5;03;00;02;10;64; 1; 2; 1;03;1;170;07
2018;20552;0;1;02;00;00; 4;74; 1; 1; 2;03;1;092;03
2018;20553;0;1;02;01;00; 9;45; 6; 4; 2;02;1;180;02
2018;20554;0;3;03;02;01; 9;43; 6; 4; 1;07;2;210;07
2018;20555;0;1;04;00;02; 7;50; 1; 2; 1;02;2;110;04
2018;20556;0;1;01;00;00; 1;81; 6; 1; 2;02;1;100;02
2018;20557;0;5;02;00;00; 4;81; 1; 2; 2;02;1;090;03
2018;20558;0;3;01;00;01; 2;62; 6; 2; 1;04;1;119;04
2018;20559;0;1;04;02;01; 7;37; 1; 2; 1;03;3;092;03
2018;20560;0;5;02;00;01;10;52; 1; 4; 1;02;1;300;04
2018;20561;1;1;04;00;04;10;54; 1; 2; 1;03;2;100;07
2018;20562;0;2;02;00;00; 4;74; 1; 2; 2;03;1;080;06
2018;20563;0;1;05;03;02; 8;43; 1; 3; 1;04;2;090;06
2018;20564;0;1;02;00;02; 5;34; 1; 4; 1;04;5;100;05
2018;20565;0;3;02;00;01; 5;48; 6; 3; 1;03;2;076;03
2018;20566;0;2;03;01;01; 9;49; 6; 4; 1;03;1;140;03
2018;20567;0;4;02;00;00; 4;70; 1; 2; 2;04;1;085;04
2018;20568;0;2;03;01;02; 6;39; 6; 4; 1;05;2;090;07
2018;20569;0;1;02;00;00;10;80; 1; 2; 2;03;1;076;03
2018;20570;0;2;04;00;02; 7;46; 6; 4; 1;04;1;099;07
2018;20571;0;5;05;00;01; 8;52; 1; 4; 1;03;3;110;03
2018;20572;0;3;04;02;01; 9;45; 6; 1; 1;02;2;063;02
2018;20573;0;5;01;00;00; 1;75; 6; 1; 2;02;1;055;02
2018;20574;0;4;05;03;02; 8;43; 1; 4; 1;06;2;200;08
2018;20575;0;4;01;00;01; 2;53; 1; 4; 1;04;1;080;04
2018;20576;0;3;01;00;00; 2;57; 1; 3; 2;02;1;070;02
2018;20577;0;1;01;00;00; 1;84; 6; 1; 2;02;5;079;02
2018;20578;0;4;02;00;01; 5;36; 1; 2; 1;03;2;140;03
2018;20579;0;3;03;01;02; 6;30; 1; 1; 1;03;3;080;04
2018;20580;0;2;04;02;02; 7;39; 1; 2; 1;03;3;080;06
2018;20581;0;5;04;00;00; 7;53; 1; 2; 2;05;2;080;05
2018;20582;0;1;02;00;00; 4;65; 1; 2; 2;03;1;090;05
2018;20583;0;1;04;02;02; 7;40; 6; 3; 1;03;2;095;05
2018;20584;0;1;04;00;02;10;45; 1; 4; 1;05;5;080;07
2018;20585;0;5;04;02;01; 7;53; 1; 2; 1;04;5;080;04
2018;20586;0;2;02;00;01;10;50; 1; 2; 2;02;3;072;02
2018;20587;1;5;05;02;02; 8;49; 1; 4; 1;04;2;300;07
2018;20588;1;1;01;00;00; 1;73; 6; 4; 2;04;1;112;04
2018;20589;0;3;01;00;01; 2;34; 6; 4; 1;03;3;110;03
2018;20590;1;1;03;00;02;10;55; 6; 4; 1;05;1;075;07
2018;20591;0;1;03;01;02; 6;36; 1; 2; 1;03;1;120;05
2018;20592;0;3;02;00;01; 4;64; 1; 2; 1;04;1;140;04
2018;20593;0;1;04;02;01; 7;38; 6; 3; 1;02;6;070;03
2018;20594;0;1;04;02;02; 7;45; 1; 2; 1;02;2;085;04
2018;20595;0;5;02;00;02; 5;58; 1; 3; 1;04;1;095;05
2018;20596;0;2;02;00;00; 4;80; 1; 3; 2;05;1;091;05
2018;20597;0;3;03;00;01; 9;35; 6; 3; 1;03;3; -9;03
2018;20598;0;2;09;02;03;10;52; 1; 3; 1;03;3;090;06
2018;20599;0;1;02;00;01; 9;56; 6; 2; 1;-9;1;085;06
2018;20600;0;3;04;00;03;10;54; 6; 4; 1;05;1;085;07
2018;20601;0;5;04;02;01; 7;34; 1; 4; 1;04;1;100;05
2018;20602;0;4;02;00;00; 9;46; 6; 2; 2;02;3;100;02
2018;20603;0;4;02;00;00; 4;71; 1; 4; 2;05;1;105;07
2018;20604;0;3;02;00;00; 4;85; 1; 1; 2;02;1;230;03
2018;20605;0;5;02;00;02; 5;33; 1; 3; 1;04;2;090;05
2018;20606;0;1;02;00;00; 5;63; 6; 3; 2;04;2;125;06
2018;20607;0;5;01;00;00; 2;63; 1; 1; 2;02;1;070;02
2018;20608;0;3;03;01;01; 6;43; 6; 3; 1;02;3;080;03
2018;20609;0;1;04;00;03;10;52; 1; 4; 1;07;1;129;08
2018;20610;1;1;02;00;02; 5;61; 1; 4; 1;03;1;300;07
2018;20611;0;4;01;00;00; 1;71; 6; 1; 2;02;1;050;02
2018;20612;0;1;02;00;00; 4;66; 1; 2; 2;04;1;100;05
2018;20613;0;3;01;00;00; 2;39; 1; 3; 2;03;3;070;03
2018;20614;0;3;02;00;00; 4;68; 1; 1; 2;-9;1;130;06
2018;20615;0;1;03;01;02; 6;41; 1; 3; 1;03;2;158;05
2018;20616;0;3;03;00;01;10;84; 1; 1; 2;04;1;080;06
2018;20617;0;5;02;00;00; 4;72; 1; 2; 2;02;1;180;02
2018;20618;0;4;03;00;01;10;85; 1; 2; 2;03;1;090;06
2018;20619;0;4;03;00;01;10;61; 1; 1; 2;02;1;152;03
2018;20620;0;5;02;00;02; 5;58; 6; 2; 1;-9;1;100;06
2018;20621;0;2;03;00;00; 6;81; 1; 1; 2;03;5;080;03
2018;20622;0;2;02;00;01;10;53; 6; 2; 1;03;5;075;03
2018;20623;0;4;02;00;02; 5;64; 1; 4; 1;-9;1;100;06
2018;20624;0;1;01;00;00; 2;59; 6; 1; 2;02;1;065;02
2018;20625;0;2;02;00;01; 4;65; 1; 2; 2;05;1;098;07
2018;20626;0;3;02;00;01; 4;58; 6; 3; 1;03;3;075;05
2018;20627;1;3;03;00;03;10;58; 1; 2; 1;07;2;095;08
2018;20628;0;1;03;01;02; 6;49; 1; 3; 1;03;2;080;05
2018;20629;0;1;01;00;01; 2;47; 6; 4; 1;03;3;070;03
2018;20630;0;4;02;00;01; 5;64; 1; 2; 2;03;1;090;05
2018;20631;0;1;04;02;02; 7;43; 1; 2; 1;03;1;076;04
2018;20632;1;2;02;00;00; 4;70; 1; 3; 2;04;2;070;07
2018;20633;0;5;01;00;01; 2;49; 1; 2; 1;04;2;118;04
2018;20634;0;2;01;00;01; 2;41; 1; 4; 1;05;3;070;05
2018;20635;0;1;02;00;00; 4;71; 1; 4; 2;05;1;078;05
2018;20636;0;3;03;01;02; 6;46; 1; 1; 1;03;3;090;04
2018;20637;0;3;01;00;00; 1;80; 6; 2; 2;02;3;060;02
2018;20638;0;5;02;00;00; 4;72; 1; 1; 2;04;1;110;04
2018;20639;0;5;02;00;01; 9;52; 6; 2; 1;02;3;070;02
2018;20640;0;1;03;00;01;10;64; 1; 1; 2;02;1;082;04
2018;20641;1;1;03;01;02; 6;42; 1; 2; 1;04;2;090;06
2018;20642;0;3;04;02;01; 7;42; 1; 2; 1;04;3;065;04
2018;20643;0;1;02;00;00;10;84; 6; 2; 2;02;1;089;03
2018;20644;0;5;03;00;01;10;42; 1; 1; 1;01;6;200;03
2018;20645;0;3;03;00;02; 6;43; 1; 3; 1;07;2;100;08
2018;20646;0;1;02;00;00;10;81; 6; 1; 2;03;1;250;04
2018;20647;0;1;02;00;01; 5;59; 1; 2; 1;04;1;240;04
2018;20648;0;1;06;00;04;10;52; 6; 3; 1;02;1;070;07
2018;20649;0;1;01;00;00; 2;58; 1; 3; 2;02;3;080;02
2018;20650;0;4;01;00;00; 1;69; 1; 3; 2;03;3; -9;03
2018;20651;0;2;01;00;00; 1;85; 6; 1; 2;02;1;075;02
2018;20652;0;3;04;02;02; 7;40; 6; 4; 1;03;2;075;05
2018;20653;0;1;01;00;00; 1;85; 6; 1; 2;02;1;070;02
2018;20654;0;3;02;00;00; 4;79; 1; 1; 2;-9;1; -9;06
2018;20655;0;1;01;00;01; 2;55; 6; 3; 1;02;1;045;02
2018;20656;0;5;03;00;02;10;77; 6; 1; 2;02;1;080;04
2018;20657;0;5;02;00;00; 4;74; 1; 1; 2;02;1;090;04
2018;20658;0;1;03;00;03;10;57; 1; 4; 1;04;1;095;07
2018;20659;0;5;02;00;02; 5;61; 1; 2; 1;02;1;080;03
2018;20660;0;1;02;00;01;10;84; 6; 2; 2;03;1;090;04
2018;20661;0;1;03;00;02; 6;58; 1; 3; 1;03;1;080;06
2018;20662;0;2;02;00;02; 5;30; 1; 4; 1;05;2;090;07
2018;20663;0;5;02;00;01; 5;59; 1; 2; 1;04;3;087;05
2018;20664;0;1;01;00;01; 2;46; 6; 2; 1;03;2;060;03
2018;20665;0;5;01;00;00; 1;85; 6; 1; 2;02;1;095;02
2018;20666;0;1;03;00;01;10;82; 1; 2; 2;04;1;070;05
2018;20667;0;5;02;00;02; 5;49; 6; 3; 1;03;1;150;04
2018;20668;0;1;03;01;02; 6;49; 1; 4; 1;03;3;070;04
2018;20669;0;2;04;02;02; 7;41; 1; 3; 1;-9;2;100;07
2018;20670;0;2;01;00;00; 1;78; 6; 1; 2;05;3;085;05
2018;20671;0;3;03;01;02; 6;37; 1; 3; 1;05;1;080;07
2018;20672;0;1;05;01;01;10;71; 1; 1; 2;02;1;150;02
2018;20673;0;1;01;00;00; 1;83; 6; 1; 2;03;1;068;03
2018;20674;0;2;04;00;01; 7;46; 6; 1; 1;03;3;082;03
2018;20675;0;1;03;01;01; 6;40; 6; 2; 1;02;2;090;02
2018;20676;0;5;03;00;01; 6;61; 1; 2; 2;03;1;110;03
2018;20677;0;2;02;00;02; 5;34; 6; 3; 1;03;3;050;03
2018;20678;0;5;05;02;02; 8;40; 1; 4; 1;05;2;089;07
2018;20679;0;3;02;00;02; 5;64; 1; 2; 1;02;1;080;04
2018;20680;0;1;02;00;02; 5;50; 1; 2; 1;03;3;065;05
2018;20681;0;4;04;00;02; 7;51; 1; 2; 1;05;1;092;07
2018;20682;0;1;04;00;01;10;69; 1; 1; 2;05;1;097;07
2018;20683;0;1;04;00;02;10;62; 6; 1; 1;02;3; -9;04
2018;20684;0;3;02;00;02; 5;59; 1; 2; 1;03;1;090;05
2018;20685;0;1;02;00;00; 4;69; 1; 2; 2;03;1;090;03
2018;20686;0;2;02;00;00;10;70; 6; 1; 2;03;1;110;03
2018;20687;0;1;02;00;00; 4;75; 1; 1; 2;02;1;078;02
2018;20688;0;5;01;00;00; 1;80; 6; 1; 2;02;1;110;02
2018;20689;0;1;03;01;02; 6;43; 1; 3; 1;03;3; -9;05
2018;20690;0;5;03;01;02; 6;34; 6; 4; 1;04;2;120;07
2018;20691;0;5;02;00;01; 5;58; 6; 4; 1;04;1;120;06
2018;20692;0;4;05;01;02; 8;48; 6; 4; 1;05;1;225;07
2018;20693;0;4;03;00;01; 6;59; 1; 2; 1;03;1;150;03
2018;20694;1;1;01;00;00; 1;67; 6; 4; 2;05;1;090;05
2018;20695;0;1;03;00;01;10;60; 1; 4; 2;04;1;085;07
2018;20696;0;5;02;00;00; 4;75; 1; 3; 2;05;1;250;05
2018;20697;0;3;02;00;01; 4;67; 1; 3; 1;03;1;080;03
2018;20698;0;2;01;00;00; 1;72; 1; 4; 2;03;1;070;03
2018;20699;0;3;03;00;01; 6;44; 1; 3; 1;02;1;087;03
2018;20700;0;4;04;02;02; 7;51; 1; 4; 1;04;2;100;07
2018;20701;0;1;01;00;01; 2;52; 1; 4; 1;05;2;039;05
2018;20702;0;1;05;02;02; 8;44; 1; 3; 1;03;3;080;05
2018;20703;0;1;03;01;02; 6;56; 1; 2; 1;04;2;085;06
2018;20704;0;3;02;00;02; 5;62; 1; 2; 1;05;1;065;07
2018;20705;0;2;04;01;02; 7;47; 1; 4; 1;06;1;091;07
2018;20706;0;5;03;01;02; 6;34; 1; 2; 1;03;1;095;05
2018;20707;0;5;02;00;00; 5;63; 1; 1; 2;04;1;080;04
2018;20708;0;4;04;02;01; 7;41; 1; 4; 1;06;2;108;07
2018;20709;0;1;02;00;02; 5;44; 6; 4; 1;04;2;070;07
2018;20710;0;3;02;00;00; 4;69; 1; 1; 2;02;2;180;02
2018;20711;1;2;02;00;01; 5;64; 1; 4; 1;07;1;300;10
2018;20712;1;3;02;00;01;10;60; 6; 2; 1;02;6;100;02
2018;20713;0;4;03;00;01; 6;54; 1; 2; 1;02;1;119;04
2018;20714;1;1;02;00;00; 4;74; 1; 4; 2;07;1;230;08
2018;20715;0;1;04;02;02; 7;35; 1; 4; 1;05;2;140;07
2018;20716;0;3;03;00;01; 6;52; 1; 2; 1;03;1;074;04
2018;20717;1;1;04;01;02;10;54; 6; 2; 1;02;4;085;03
2018;20718;0;1;02;00;00;10;85; 6; 2; 2;02;1;075;04
2018;20719;0;5;05;03;02; 8;35; 1; 3; 1;03;2;080;05
2018;20720;0;5;05;00;03;10;63; 1; 2; 1;02;1;100;05
2018;20721;0;5;04;02;01; 7;47; 6; 4; 1;03;2;150;04
2018;20722;0;3;01;00;01; 2;45; 6; 4; 1;02;1;090;02
2018;20723;0;2;03;00;00;10;81; 1; 1; 2;02;1;080;02
2018;20724;0;3;03;01;01; 6;47; 1; 2; 1;03;1;076;04
2018;20725;0;5;02;00;00; 4;68; 1; 2; 2;03;1;110;03
2018;20726;0;1;02;00;00; 4;73; 1; 2; 2;03;1;075;03
2018;20727;0;1;04;01;01; 7;45; 1; 4; 1;03;2;066;04
2018;20728;0;1;02;00;00;10;54; 6; 2; 2;01;1;070;01
2018;20729;0;4;02;00;00; 4;71; 1; 2; 2;05;1;067;05
2018;20730;0;3;03;00;01; 6;51; 1; 3; 1;04;1;060;04
2018;20731;0;2;02;00;00; 4;78; 1; 3; 2;05;1;075;05
2018;20732;0;1;02;00;00; 5;63; 1; 2; 2;01;3;090;02
2018;20733;0;1;02;00;00; 4;74; 1; 4; 2;04;1;110;07
2018;20734;1;5;01;00;00; 2;61; 1; 4; 2;07;1;240;07
2018;20735;0;3;04;02;02; 7;47; 1; 4; 1;05;2;100;07
2018;20736;0;2;04;01;02; 7;50; 6; 4; 1;06;1;100;07
2018;20737;0;1;02;00;00; 4;77; 1; 1; 2;02;1;090;02
2018;20738;0;5;02;00;00; 4;67; 1; 1; 2;04;1; -9;04
2018;20739;0;4;01;00;00; 1;85; 6; 1; 2;03;1;090;03
2018;20740;0;1;03;01;02; 6;37; 1; 4; 1;07;2;120;08
2018;20741;0;3;02;00;01;10;72; 1; 4; 2;06;1;099;07
2018;20742;0;1;04;00;02;10;58; 1; 2; 1;03;1;084;04
2018;20743;0;4;02;00;00; 4;72; 1; 4; 2;04;1;104;06
2018;20744;0;2;02;00;02; 5;36; 1; 4; 1;02;2;090;05
2018;20745;0;2;02;00;00;10;74; 6; 2; 2;02;1;080;02
2018;20746;1;5;02;00;02; 5;56; 1; 2; 1;03;2;200;06
2018;20747;1;1;04;02;02; 7;45; 1; 4; 1;05;1;110;07
2018;20748;0;1;03;00;00;10;68; 1; 2; 2;03;1;081;03
2018;20749;0;5;02;00;00; 5;62; 1; 3; 2;07;1;270;07
2018;20750;0;5;02;00;00;10;64; 1; 2; 2;02;1;100;03
2018;20751;0;1;04;00;03;10;53; 1; 3; 1;04;2;114;07
2018;20752;0;1;05;01;01; 8;49; 1; 3; 1;03;5;075;03
2018;20753;0;3;04;02;02; 7;41; 1; 2; 1;03;2;135;04
2018;20754;0;3;03;01;02; 6;46; 1; 2; 1;04;2;078;06
2018;20755;0;1;02;00;01;10;49; 6; 2; 2;02;2;090;05
2018;20756;0;3;02;00;02; 5;45; 1; 4; 1;03;2;070;04
2018;20757;0;5;03;01;00; 9;41; 6; 2; 2;  ;2;085;01
2018;20758;0;5;02;00;00; 5;62; 1; 4; 2;05;1;120;05
